job_id,job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details,salary data provide by
759,Data Analyst,"KPI Partners, Inc.",5-10 Yrs,5,10,,,,"Chennai, Pune, New Delhi
+4 more",300,Naukri,3.3,103,"Analytical skills, Data analysis, Excel",
761,Data Analyst,"KPI Partners, Inc.",5-10 Yrs,5,10,,,,"Chennai, Pune, New Delhi
+4 more",300,Naukri,3.3,103,"Analytical skills, Data analysis, Excel",
816,Data Analyst,Freedom From Diabetes Pvt. Ltd.,1-4 Yrs,1,4,,,,Pune,90,Naukri,3.3,24,"Data analysis, SAS, SPSS",
824,Data Analyst,Global Pharma Tek,3-5 Yrs,3,5,,,,Bangalore / Bengaluru,210,Naukri,3.3,21,"Data Analyst, Consulting, Python",
825,Data Analyst,Global Pharma Tek,5-7 Yrs,5,7,,,,Bangalore / Bengaluru,210,Naukri,3.3,21,"Data Analyst, Consulting, Python",
832,Data Analyst,Derivium Tradition,0-2 Yrs,0,2,,,,Mumbai,24,Naukri,3.3,2,"Communication Skills, IQ, SQL Queries",
957,Data Analyst,Prakhar Software Solutions,2-4 Yrs,2,4,,,,New Delhi,240,Naukri,3.3,54,"Manager Quality Assurance, Data analysis, Analytical",
1032,Data Analyst,Myrsa Technology Solutions,1-4 Yrs,1,4,,,,Thane,1095,Naukri,3.3,20,"Computer science, Prototype, Analytical",
1094,Data Analyst,Adventus.io,2-4 Yrs,2,4,,,,Pune,365,Naukri,3.3,18,"Analytics, SQL, Automation",
1311,Data Analyst,Vixplor Analytics,1-5 Yrs,1,5,,,,Kolkata,1460,Naukri,3.3,3,"Computer science, Analytical, Data collection",
324,Data Analyst,Rigved Technologies,3-7 Yrs,3,7,,,,"Mumbai suburbs, Mumbai",17,Naukri,3.2,54,"Excel, Power Bi, MIS",
360,Data Analyst,Jibe Development Services,2-5 Yrs,2,5, 2.4 - 2L/yr (AmbitionBox estimate),240000,200000,"Chennai, Navi Mumbai",25,Naukri,3.2,54,"4th Engineer, QC, Maritime",Estimated by Ambition Box
688,Data Analyst,Simplilearn Solutions,1-3 Yrs,1,3, 4.2 - 10L/yr (AmbitionBox estimate),420000,1000000,Bangalore / Bengaluru,120,Naukri,3.2,612,"Project management, Analytics, Product engineering",Estimated by Ambition Box
833,Data Analyst,Magzter Digital Private Limited,2-7 Yrs,2,7,,,,Chennai,365,Naukri,3.2,20,"SQL, Python, Troubleshooting",
172,Data Analyst,Citco,2-5 Yrs,2,5,,,,Hyderabad / Secunderabad,4,Naukri,3.1,699,"Data management, Corporate governance, Service industry",
477,Data Analyst,InnovAccer,1-4 Yrs,1,4, 5.5 - 13L/yr (AmbitionBox estimate),550000,1300000,Noida,30,Naukri,3.1,290,"Health insurance, Product engineering, Claims",Estimated by Ambition Box
617,Data Analyst,NITYO INFOTECH,3-12 Yrs,3,12,,,,Chennai,210,Naukri,3.1,648,"Data Analyst, Analyst",
1095,Data Analyst,Wadhwani AI,2-5 Yrs,2,5,,,,Mumbai,365,Naukri,3.1,18,"SQL, Javascript, XML",
1176,Data Analyst,The IT Mind,5-10 Yrs,5,10,,,,Chennai,270,Naukri,3.1,10,"SQL, Agile, Scrum",
1250,Data Analyst,altbalaji,2-5 Yrs,2,5,,,,Mumbai,365,Naukri,3.1,9,"Analytics, Javascript, Analytical",
1309,Data Analyst,Nlineaxis IT Solutions,2-5 Yrs,2,5,,,,Jaipur,365,Naukri,3.1,4,"Troubleshooting, Data mining, data cleansing",
1310,Data Analyst,Nlineaxis IT Solutions,2-5 Yrs,2,5,,,,Jaipur,365,Naukri,3.1,4,"Troubleshooting, Data mining, data cleansing",
422,Data Analyst,Kellton Tech Solutions Ltd,5-10 Yrs,5,10,,,,Gurgaon / Gurugram,30,Naukri,3,309,"SQL, Python, GIT",
1358,Data Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-5 Yrs,2,5,,,,Gurgaon/Gurugram,2555,Naukri,3,1,"Data Analyst, CRM, ERP",
1362,Data Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-5 Yrs,2,5,,,,Gurgaon/Gurugram,2555,Naukri,3,1,"Data Analyst, CRM, ERP",
872,Data Analyst,InOpen Technologies,1-3 Yrs,1,3,,,,Hyderabad / Secunderabad,25,Naukri,2.9,2,"metadata, python, data analysis",
993,Data Analyst,IDESLABS PRIVATE LIMITED,3-6 Yrs,3,6,,,,Hyderabad / Secunderabad,270,Naukri,2.9,11,"data cleansing, Report generation, metadata",
1155,Data Analyst,Indian Internet Solutions,1-3 Yrs,1,3,,,,Aurangabad,30,Naukri,2.8,4,Data Analyst,
1269,Data Analyst,MS Clinical Research (P) Ltd,1-4 Yrs,1,4,,,,Bangalore / Bengaluru,90,Naukri,2.7,12,"data mining, data cleansing, data analysis",
1279,Data Analyst,Optical arc,5-10 Yrs,5,10,,,,Pune,150,Naukri,2.7,9,"SQL, Python, Data modeling",
1341,Data Analyst,Advanced Risk Analytics Private Limited,2-6 Yrs,2,6,,,,Ahmedabad,2190,Naukri,2.7,3,"CV, Data collection, Environmental science",
1270,Data Analyst,Valasys Media Pvt Ltd,4-9 Yrs,4,9,,,,Pune,365,Naukri,2.6,16,"Helpdesk, Data analysis, Data mining",
870,Data Analyst,Eagle Forgings,0-1 Yrs,0,1, 1.25 - 2L/yr,125000,200000,Noida,30,Naukri,2.5,6,Digital Marketing,Salary Listed by Company
995,Data Analyst,EMINENTURE PRIVATE LIMITED,1-4 Yrs,1,4,,,,New Delhi,180,Naukri,2.5,22,"Outbound, VBA, VLOOKUP",
1025,Data Analyst,coursefinder.ai,2-5 Yrs,2,5,,,,Nagpur,30,Naukri,2.5,2,"Analytical skills, Report generation, Data analysis",
1061,Data Analyst,RELIANCE GAMES,2-5 Yrs,2,5,,,,Pune,730,Naukri,2.4,16,"Data Analysis, Python, R",
1273,Data Analyst,ALLIANCES GALORE PRIVATE LIMITED,1-3 Yrs,1,3,,,,Bangalore / Bengaluru,365,Naukri,2.4,20,Data Analyst,
1298,Data Analyst,Jar,1-2 Yrs,1,2, 11 - 14L/yr (AmbitionBox estimate),1100000,1400000,Bangalore / Bengaluru,150,Naukri,2.4,13,"Python, Data analysis, Monitoring",Estimated by Ambition Box
1183,Data Analyst,Valocity,1-4 Yrs,1,4,,,,New Delhi,30,Naukri,2.3,6,"Data Analyst, Troubleshooting, Analytics",
1274,Data Analyst,WorkFusion,2-6 Yrs,2,6,,,,Hyderabad / Secunderabad,730,Naukri,2.3,26,"Data collection, Data Analyst, tableau",
864,Data Analyst,Airvin Skills,,,,,,,,22,Naukri,2.2,5,,
1351,Data Analyst,DeetsDigital Pvt. Ltd.,1-4 Yrs,1,4,,,,Remote,270,Naukri,2.2,4,"Python, Statistical programming, Programming",
1322,Data Analyst,Cigna Healthcare,5-7 Yrs,5,7,,,,Bangalore / Bengaluru,60,Naukri,2.1,5,"Data Analyst, MIS, Healthcare",
1350,Data Analyst,Rehoboth Academic Services,2-7 Yrs,2,7,,,,Bangalore / Bengaluru,1095,Naukri,2.1,5,"MS Office, Content writing, SEM",
1329,Data Analyst,One Impression,1-2 Yrs,1,2,,,,Gurgaon / Gurugram,240,Naukri,2,14,"Automation, SQL, Python",
1344,Data Analyst,Preferred Square Analytics,2-3 Yrs,2,3,,,,Gurgaon / Gurugram,120,Naukri,2,8,"power bi, excel, sql queries",
1352,Data Analyst,Recruitment Smart Technologies India Private Limited,4-8 Yrs,4,8,,,,Ahmedabad,365,Naukri,1.9,6,"R Programming, power bi, MIS",
1353,Data Analyst,Recruitment Smart Technologies India Private Limited,4-10 Yrs,4,10,,,,Ahmedabad,365,Naukri,1.9,6,"Manager Quality Control, MIS, SQL",
1177,Data Analyst,Nurture Software Solutions Pvt Ltd,3-6 Yrs,3,6,,,,Bangalore / Bengaluru,365,Naukri,1.7,34,"Manager Quality Control, Analytical, Operations",
1376,DATA ANALYST,VR Careerz,0-1 Yrs,0,1,,,,Chennai,150,Naukri,1.7,2,"Data analysis, SQL, SAS",
1380,Data Analyst,Suntech Global,3-5 Yrs,3,5,,,,"Thrissur/Trichur, Thiruvananthapuram, Calicut/Kozhikode
+1 more",270,Naukri,1.5,2,"Data analysis, Data mining, Computer science",
908,Data Analyst,Gamenation,1-5 Yrs,1,5, 2 - 4.5L/yr,200000,450000,Chennai,2,Naukri,1,1,"Communication Skills, Data Integrity, Report Development",Salary Listed by Company
1041,Data Analyst,Owfis Jobpe Technologies,1-3 Yrs,1,3, 7 - 9L/yr,700000,900000,"Chennai, Pune, Delhi/Ncr
+5 more",13,Naukri,1,1,"Data Quality, Data Enrichment, Data Manipulation",Salary Listed by Company
1319,Data Analyst,ZAGENO Inc,2-3 Yrs,2,3,,,,Bangalore / Bengaluru,30,Naukri,1,1,"Analytics, Data analysis, SQL",
1457,data analyst,Etomate Technology LLP,2-7 Yrs,2,7,,,,Bangalore / Bengaluru,365,Naukri,1,1,"Data Analyst, Analytics, Macros",
1501,Data Analyst,Etomate Technology LLP,1-4 Yrs,1,4,,,,Bangalore / Bengaluru,730,Naukri,1,1,"Project management, CRM, ERP",
1534,Data Analyst,WalbroSoft,2-7 Yrs,2,7,,,,Nagpur,1825,Naukri,1,1,"MS Office, Data collection, Internet research",
1535,data analyst,Etomate Technology LLP,2-7 Yrs,2,7,,,,Bangalore / Bengaluru,365,Naukri,1,1,"Data Analyst, Analytics, Macros",
1544,Data Analyst,WalbroSoft,2-7 Yrs,2,7,,,,Nagpur,1825,Naukri,1,1,"MS Office, Data collection, Internet research",
1548,Data Analyst,Augmenter Consulting,2-5 Yrs,2,5,,,,Mumbai,1825,Naukri,1,2,"Analytics, Process improvement, Consulting",
729,Data Analyst,"Cloudflare, Inc.",5-9 Yrs,5,9,,,,Remote,4,Naukri,,,"Customer management, Manager Quality Assurance, Networking",
889,Data Analyst,Aliqan Services,7-10 Yrs,7,10, 22.5 - 35L/yr,2250000,3500000,"Pune, Mumbai",10,Naukri,,,"Procurement, Data Loader, Fieldglass",Salary Listed by Company
910,Data Analyst,Shell Infotech,5-10 Yrs,5,10, 25 - 27.5L/yr,2500000,2750000,Bangalore Rural,2,Naukri,,,"Risk data, Basel, SAS",Salary Listed by Company
922,Data Analyst,Xoom Inc,3-6 Yrs,3,6,,,,Hyderabad / Secunderabad,3,Naukri,,,"Computer science, Data analysis, Machine learning",
925,Data Analyst,Herijobs,3-5 Yrs,3,5, 2.5 - 3.75L/yr,250000,375000,Surat,3,Naukri,,,"Pivot Table, VLOOKUP, Data Analysis",Salary Listed by Company
927,Data Analyst,Hiresquad Resources,4-9 Yrs,4,9, 7 - 17L/yr,700000,1700000,"Chennai, Bangalore / Bengaluru",3,Naukri,,,"Power BI, Tableau, SQL",Salary Listed by Company
932,Data Analyst,KR3 Information Systems,5-10 Yrs,5,10,,,,Noida,4,Naukri,,,"Tableau dashboard, SQL Queries, Tableau",
935,Data Analyst,Meadowsweet Organics Llp,0-5 Yrs,0,5, 5 - 12L/yr,500000,1200000,"Pune, Bangalore / Bengaluru, Hyderabad / Secunderabad",4,Naukri,,,"Project Management, Data Cleaning and Preparation, Data Management",Salary Listed by Company
938,Data Analyst,Orion Edutech,2-3 Yrs,2,3, 2 - 3L/yr,200000,300000,Kolkata,4,Naukri,,,"Client Coordination, Data Management, Advanced Excel",Salary Listed by Company
948,Data Analyst,Yuva Hr Services,3-4 Yrs,3,4, 5 - 8L/yr,500000,800000,Kolkata,5,Naukri,,,"SQL Server Analysis Services, SQL Server Development, SQL Server Reporting Services",Salary Listed by Company
966,Data Analyst,Xyle,0-1 Yrs,0,1, 4 - 4.5L/yr,400000,450000,Gurgaon / Gurugram,7,Naukri,,,"Google Sheets, Communication Skills, MS Excel",Salary Listed by Company
984,Data Analyst,Qualtop Solutions,2-3 Yrs,2,3,,,,"Faridabad, Delhi/Ncr, Gurgaon / Gurugram",8,Naukri,,,"Data Transformation, Data Quality, Data Manipulation",
985,Data Analyst,Qualtop,2-3 Yrs,2,3,,,,"Faridabad, Delhi/Ncr, Gurgaon / Gurugram",8,Naukri,,,"Data Transformation, Data Quality, Data Manipulation",
1000,Data Analyst,HTD Careers,,,, 3.25 - 8L/yr,325000,800000,Bangalore / Bengaluru,9,Naukri,,,"R, Power Bi, SAS",Salary Listed by Company
1022,Data Analyst,Hiresquad Resources,3-8 Yrs,3,8, 5 - 15L/yr,500000,1500000,"Chennai, Bangalore / Bengaluru",11,Naukri,,,"Power Bi, Tableau, SQL",Salary Listed by Company
1040,Data Analyst,Vision India Services,2-4 Yrs,2,4, 5 - 7L/yr,500000,700000,Gurgaon / Gurugram,13,Naukri,,,"Report Generation, Power Bi, Collaboration",Salary Listed by Company
1044,Data Analyst,Marketscope,5-10 Yrs,5,10, 2 - 28L/yr (AmbitionBox estimate),200000,2800000,Bangalore / Bengaluru,13,Naukri,,,"python, project management, data analysis",Estimated by Ambition Box
1059,Data Analyst,wilatons,0-5 Yrs,0,5,,,,"Pune, Bangalore / Bengaluru, Hyderabad / Secunderabad",16,Naukri,,,"Data Science, python, data analysis",
1060,Data Analyst,IT SCIENT,6-10 Yrs,6,10, 10 - 20L/yr,1000000,2000000,"Pune, Bangalore / Bengaluru",16,Naukri,,,"Bigquery, SQL",Salary Listed by Company
1066,Data Analyst,Bold Business,3-8 Yrs,3,8,,,,Remote,17,Naukri,,,"Analytical skills, Industry research, Sales",
1067,Data Analyst,GRAVEYTECH CATERING VENTURES PRIVATE LIMITED,1-5 Yrs,1,5,,,,"Mumbai, Bangalore / Bengaluru",17,Naukri,,,"Power BI, NoSQL databases, MySQL",
1069,Data Analyst,Pavan Laxmikant Giri,0-5 Yrs,0,5, 5.5 - 12L/yr,550000,1200000,"Pune, Hyderabad / Secunderabad, Mumbai",17,Naukri,,,"Data Science, Data Mining, Data Extraction",Salary Listed by Company
1071,Data Analyst,Outsized South Africa (pty) Ltd,2-5 Yrs,2,5, 0.24 - 14L/yr (AmbitionBox estimate),24000,1400000,Mumbai,18,Naukri,,,"Data Science, Excel, Financial Services",Estimated by Ambition Box
1074,Data Analyst,Value Innovation,5-10 Yrs,5,10, 10 - 20L/yr,1000000,2000000,Delhi/Ncr,18,Naukri,,,"SSIS Packages, Maintenance of ETL Jobs, Data Management and Analytics",Salary Listed by Company
1076,Data Analyst,Planet Pci Infotech Ltd.,2-5 Yrs,2,5, 5 - 7L/yr,500000,700000,Gurgaon / Gurugram,18,Naukri,,,"Statistical Modeling, Data Analytics, Python",Salary Listed by Company
1091,Data Analyst,Abhramu Tech Solutions,2-4 Yrs,2,4, 3.75 - 5L/yr,375000,500000,Chennai,19,Naukri,,,"Data Validation, Power Bi, Data Management",Salary Listed by Company
1105,Data Analyst,Xoom Inc,0-2 Yrs,0,2,,,,"Chennai, Bangalore / Bengaluru",20,Naukri,,,"Data analysis, Analytical, Manager Technology",
1113,Data Analyst,Rocket Fast Recruiter,10-20 Yrs,10,20, 90 - 225L/yr,9000000,22500000,Canada,22,Naukri,,,"Data Transformation, Data Enrichment, Data Wrangling",Salary Listed by Company
1122,Data Analyst,Jobs Desk,2-5 Yrs,2,5, 3 - 4L/yr,300000,400000,New Delhi,23,Naukri,,,Advanced Excel,Salary Listed by Company
1123,Data Analyst,Comaea Consulting,3-8 Yrs,3,8, 10 - 12L/yr,1000000,1200000,Mumbai,23,Naukri,,,"Business Intelligence, Power Bi, Tableau",Salary Listed by Company
1140,Data analyst,iProPal (ALLPS),1-3 Yrs,1,3,,,,Remote,24,Naukri,,,"Data analytics, Data Analyst, Internship",
1141,Data Analyst,HealthSy,1-3 Yrs,1,3,,,,Coimbatore,24,Naukri,,,"Backend, Data analysis, Data management",
1147,Data Analyst,Randstad,1-5 Yrs,1,5, 0.094 - 37L/yr (AmbitionBox estimate),9400,3700000,"Mumbai suburbs, Mumbai, Mumbai",25,Naukri,,,"Excel, Google Suite, Data Analysis",Estimated by Ambition Box
1164,Data Analyst,Collabera Technologies,5-10 Yrs,5,10, 2 - 28L/yr (AmbitionBox estimate),200000,2800000,Bangalore / Bengaluru,26,Naukri,,,"SQL Queries, Informatica, Data Warehousing",Estimated by Ambition Box
1166,Data Analyst,Fedelty Healthcare Pvt Ltd,0-2 Yrs,0,2, 1 - 2.25L/yr,100000,225000,Mumbai,26,Naukri,,,"Analytical Skills, Data Mining, Data Cleansing",Salary Listed by Company
1167,Data Analyst,Sea and Beyond,1-4 Yrs,1,4,,,,Mumbai,26,Naukri,,,"Data analysis, tableau, Maritime",
1175,Data Analyst,Transformatrix Global,5-10 Yrs,5,10, 5 - 10L/yr,500000,1000000,Bangalore Rural,27,Naukri,,,"Data Science, Data Mining, Data Analytics",Salary Listed by Company
1180,Data Analyst,Billow People Services,1-3 Yrs,1,3, 0.1 - 45L/yr (AmbitionBox estimate),10000,4500000,Bangalore / Bengaluru,27,Naukri,,,"SQL Queries, ETL, Python",Estimated by Ambition Box
1188,Data Analyst,SKY Jobs Hr Services,5-10 Yrs,5,10, 12 - 22L/yr,1200000,2200000,"Chennai, Pune, Bangalore Rural
+1 more",29,Naukri,,,"SAS, Power Bi, ANMF",Salary Listed by Company
1200,Data Analyst,Dynpro,2-5 Yrs,2,5, 2 - 5.5L/yr,200000,550000,Hyderabad / Secunderabad,30,Naukri,,,"Data Analysis, Data Cleansing, Advanced Excel",Salary Listed by Company
1207,Data Analyst,Access Partners,4-7 Yrs,4,7, 0.13 - 60L/yr (AmbitionBox estimate),13000,6000000,India,30,Naukri,,,"Data Analytics, MIS Reporting",Estimated by Ambition Box
1208,Data Analyst,Supplymint,1-3 Yrs,1,3,,,,Gurgaon / Gurugram,30,Naukri,,,Data Analyst,
1211,Data Analyst,Mits Solution,5-10 Yrs,5,10, 20 - 25L/yr,2000000,2500000,Bangalore Rural,30,Naukri,,,"Power Bi, Snowflake, ETL",Salary Listed by Company
1229,Data Analyst,Golden Gate Battery,2-6 Yrs,2,6,,,,Cochin/Ernakulam/Kochi,30,Naukri,,,"Data analysis, Malayalam, Python",
1230,Data Analyst,Tyootr,1-3 Yrs,1,3,,,,Bangalore / Bengaluru,30,Naukri,,,"data mining, data cleansing, data analysis",
1238,Data Analyst,ASSA ABLOY Entrance Systems,5-7 Yrs,5,7,,,,Chennai,30,Naukri,,,"python, data analysis, business requirements",
1247,Data Analyst,Sea and Beyond,1-2 Yrs,1,2,,,,"Navi Mumbai, Mumbai",30,Naukri,,,"Macros, Photoshop, Adobe",
1263,Data Analyst,STEP NEXT,2-4 Yrs,2,4,,,,Amod,30,Naukri,,,"HTML, Automation, Workflow",
1277,Data Analyst,SOCIOMIX / OPR TECHNOLOGIES PVT LTD,0-5 Yrs,0,5,,,,New Delhi,30,Naukri,,,"Data analysis, SQL, data visualization",
1327,Data Analyst,Magic Infomedia,0-2 Yrs,0,2,,,,New Delhi,30,Naukri,,,"data mining, data cleansing, data analysis",
1338,DATA ANALYST,Blocklogy Edutech Private Limited,1-3 Yrs,1,3,,,,Mumbai,1460,Naukri,,,"Outbound, E-learning, Content development",
1367,Data Analyst,iProPal (ALLPS),1-3 Yrs,1,3,,,,"Chennai, Pune, New Delhi
+4 more",60,Naukri,,,"Data analysis, Machine learning, Artificial Intelligence",
1381,Data Analyst,Enmay,1-6 Yrs,1,6,,,,Kolkata,365,Naukri,,,"Data Analyst, Data analysis, Social media",
1387,Data Analyst,Smith & Nephew,3-6 Yrs,3,6,,,,Pune,90,Naukri,,,"Automation, Analytical, power bi",
1388,Data Analyst,eninrac consulting,1-4 Yrs,1,4,,,,Noida,90,Naukri,,,"Consulting, Analytical, Renewable energy",
1391,Data Analyst,Highspot,3-5 Yrs,3,5,,,,Hyderabad / Secunderabad,90,Naukri,,,"SQL, Python, Analytics",
1396,Data Analyst,Demos Project Pvt Ltd.,3-5 Yrs,3,5,,,,New Delhi,120,Naukri,,,"Report generation, Data Analyst",
1401,Data Analyst,Odetta,1-3 Yrs,1,3,,,,Remote,180,Naukri,,,"Data analysis, Translation, Excel",
1403,Data Analyst,Grapes IDMR,2-4 Yrs,2,4,,,,Thrissur/Trichur,210,Naukri,,,"SQL, SAS, Process improvement",
1404,Data Analyst,MindTrilogy,1-3 Yrs,1,3,,,,New Delhi,210,Naukri,,,"Analytical, Market analysis, Database administration",
1410,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 1 - 26.5L/yr (AmbitionBox estimate),100000,2650000,Hyderabad / Secunderabad,365,Naukri,,,"Data Analyst, professional",Estimated by Ambition Box
1411,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 1 - 17.5L/yr (AmbitionBox estimate),100000,1750000,Chennai,365,Naukri,,,"SQL, MySQL, Python",Estimated by Ambition Box
1412,Data Analyst,Diverse Lynx,3-6 Yrs,3,6, 2.6 - 16L/yr (AmbitionBox estimate),260000,1600000,Gurgaon / Gurugram,365,Naukri,,,"Data Analyst, professional",Estimated by Ambition Box
1413,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 0.8 - 17L/yr (AmbitionBox estimate),80000,1700000,Chennai,365,Naukri,,,"Data Analyst, professional",Estimated by Ambition Box
1414,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 1.65 - 39.5L/yr (AmbitionBox estimate),165000,3950000,Bangalore / Bengaluru,365,Naukri,,,"SAS, Data analysis, Data mining",Estimated by Ambition Box
1415,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 1.15 - 21L/yr (AmbitionBox estimate),115000,2100000,Gurgaon / Gurugram,365,Naukri,,,"Data Analyst, professional",Estimated by Ambition Box
1416,Data Analyst,Diverse Lynx,5-7 Yrs,5,7, 2 - 30L/yr (AmbitionBox estimate),200000,3000000,Bangalore / Bengaluru,365,Naukri,,,"SQL, Python, Senior Data Analyst",Estimated by Ambition Box
1419,Data Analyst,Mantras2Success Consultants,1-6 Yrs,1,6, 0.1 - 11.5L/yr (AmbitionBox estimate),10000,1150000,Ahmedabad,365,Naukri,,,"Outbound, Back office, Customer support",Estimated by Ambition Box
1423,Data Analyst,Coders Brain Pvt Ltd,4-7 Yrs,4,7, 1.65 - 20.5L/yr (AmbitionBox estimate),165000,2050000,Mumbai,300,Naukri,,,"SQL, Automation, Business intelligence",Estimated by Ambition Box
1424,Data Analyst,Coders Brain Pvt Ltd,4-6 Yrs,4,6, 2.3 - 23L/yr (AmbitionBox estimate),230000,2300000,Gurgaon / Gurugram,300,Naukri,,,"Data Analyst, Data analysis, Business solutions",Estimated by Ambition Box
1425,Data analyst,Coders Brain Pvt Ltd,2-15 Yrs,2,15, 0.1 - 42L/yr (AmbitionBox estimate),10000,4200000,Remote,300,Naukri,,,"Data mining, Business solutions, Data Analyst",Estimated by Ambition Box
1427,Data analyst,Coders Brain Pvt Ltd,3-6 Yrs,3,6, 0.2 - 96L/yr (AmbitionBox estimate),20000,9600000,Remote,300,Naukri,,,"Troubleshooting, Manager Quality Assurance, Data mining",Estimated by Ambition Box
1429,Data Analyst,Coders Brain Pvt Ltd,4-9 Yrs,4,9, 1.65 - 26.5L/yr (AmbitionBox estimate),165000,2650000,Mumbai,300,Naukri,,,"SAS, Business analytics, SQL",Estimated by Ambition Box
1434,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 1 - 26.5L/yr (AmbitionBox estimate),100000,2650000,Hyderabad / Secunderabad,365,Naukri,,,"Data Analyst, professional",Estimated by Ambition Box
1435,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 1 - 17.5L/yr (AmbitionBox estimate),100000,1750000,Chennai,365,Naukri,,,"SQL, MySQL, Python",Estimated by Ambition Box
1436,Data Analyst,Diverse Lynx,3-6 Yrs,3,6, 2.6 - 16L/yr (AmbitionBox estimate),260000,1600000,Gurgaon / Gurugram,365,Naukri,,,"Data Analyst, professional",Estimated by Ambition Box
1437,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 0.8 - 17L/yr (AmbitionBox estimate),80000,1700000,Chennai,365,Naukri,,,"Data Analyst, professional",Estimated by Ambition Box
1438,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 1.65 - 39.5L/yr (AmbitionBox estimate),165000,3950000,Bangalore / Bengaluru,365,Naukri,,,"SAS, Data analysis, Data mining",Estimated by Ambition Box
1439,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 1.15 - 21L/yr (AmbitionBox estimate),115000,2100000,Gurgaon / Gurugram,365,Naukri,,,"Data Analyst, professional",Estimated by Ambition Box
1441,Data Analyst,Fusion Plus Solutions Inc,2-4 Yrs,2,4, 1.4 - 35L/yr (AmbitionBox estimate),140000,3500000,Hyderabad / Secunderabad,365,Naukri,,,"Unix, CRM, Data structures",Estimated by Ambition Box
1442,Data Analyst,Saaki argus averil consulting,3-6 Yrs,3,6, 1.1 - 18.7L/yr (AmbitionBox estimate),110000,1870000,Chennai,365,Naukri,,,"SAS, Consulting, Financial services",Estimated by Ambition Box
1443,Data Analyst,P.S International HR Consultants,5-10 Yrs,5,10,,,,Mumbai,365,Naukri,,,"SQL, Networking, Automation",
1445,Data Analyst,Xpheno,2-5 Yrs,2,5, 0.5 - 96L/yr (AmbitionBox estimate),50000,9600000,Bangalore / Bengaluru,365,Naukri,,,"SQL, microsoft, Oracle",Estimated by Ambition Box
1447,Data Analyst,Xpheno,3-6 Yrs,3,6, 1.5 - 96L/yr (AmbitionBox estimate),150000,9600000,Bangalore / Bengaluru,365,Naukri,,,"SQL, Data analysis, Consulting",Estimated by Ambition Box
1448,Data Analyst,Xpheno,4-8 Yrs,4,8, 1.65 - 22.35L/yr (AmbitionBox estimate),165000,2235000,Mumbai,365,Naukri,,,"SQL, Auditing, Data mining",Estimated by Ambition Box
1449,Data Analyst,Xpheno,2-4 Yrs,2,4, 1.7 - 32.5L/yr (AmbitionBox estimate),170000,3250000,Bangalore / Bengaluru,365,Naukri,,,"SQL, Data mining, Business operations",Estimated by Ambition Box
1451,Data Analyst,Countrees Services and Technologies Pvt Ltd,3-6 Yrs,3,6,,,,Chennai,365,Naukri,,,"Commerce, HTML",
1452,Data Analyst,Stalwart Management Consulting,2-6 Yrs,2,6, 0.1 - 96L/yr (AmbitionBox estimate),10000,9600000,Remote,365,Naukri,,,"Data entry, Medical coding, Pharma",Estimated by Ambition Box
1455,Data Analyst,Diverse Lynx,1-5 Yrs,1,5, 0.1 - 24.42L/yr (AmbitionBox estimate),10000,2442000,Pune,365,Naukri,,,"MIS, Billing, SQL",Estimated by Ambition Box
1459,Data Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,0-5 Yrs,0,5,,,,"New Delhi, Gurgaon / Gurugram",365,Naukri,,,"Data Analyst, SQL, PHP",
1462,Data Analyst,Ventures India Consultants,3-5 Yrs,3,5, 2 - 21L/yr (AmbitionBox estimate),200000,2100000,New Delhi,365,Naukri,,,"Data analysis, SAP, data science",Estimated by Ambition Box
1463,Data Analyst,Fusion Plus Solutions Inc,2-4 Yrs,2,4, 1.4 - 35L/yr (AmbitionBox estimate),140000,3500000,Hyderabad / Secunderabad,365,Naukri,,,"SQL, Python, Data Analyst",Estimated by Ambition Box
1464,Data Analyst,Fusion Plus Solutions Inc,2-4 Yrs,2,4, 1.4 - 35L/yr (AmbitionBox estimate),140000,3500000,Hyderabad / Secunderabad,365,Naukri,,,"SQL, Python, Billing",Estimated by Ambition Box
1465,Data Analyst,Fusion Plus Solutions Inc,2-4 Yrs,2,4, 1.4 - 35L/yr (AmbitionBox estimate),140000,3500000,Hyderabad / Secunderabad,365,Naukri,,,"Architecture, SQL, Python",Estimated by Ambition Box
1466,Data Analyst,Fusion Plus Solutions Inc,2-4 Yrs,2,4, 1.4 - 35L/yr (AmbitionBox estimate),140000,3500000,Hyderabad / Secunderabad,365,Naukri,,,"Healthcare, SQL, XML",Estimated by Ambition Box
